yyyymm,Index,D12,E12,bm,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
194609,14.96,0.69,0.89,0.711634381,0.0038,0.0258,0.031,0.0219,0.045376468,0.000316617,0.0115038,-0.0009,-0.0026,0.015257193,0.002606433,-0.1026,-0.1051
194610,14.84,0.6967,0.9467,0.725391664,0.0038,0.026,0.0315,0.0216,0.044808398,0.000316617,0.0194181,0.0074,0.002,0.005762997,0.002375384,-0.0049,-0.006
194611,14.67,0.7033,1.0033,0.722699965,0.0038,0.0259,0.0317,0.022,0.044099236,0.000316617,0.0237541,-0.0054,-0.0025,0.003636374,0.002025711,-0.0026,-0.0106
194612,15.3,0.71,1.06,0.692437923,0.0038,0.0261,0.0317,0.0212,0.053595826,0.000316617,0.0077943,0.0145,0.0113,0.002582116,0.001781041,0.0473,0.0424
194701,15.66,0.7133,1.13,0.680004434,0.0038,0.0257,0.0313,0.0214,0.048217711,0.000316617,0,-0.0006,0.0005,0.002044449,0.001329584,0.022,0.021
194702,15.43,0.7167,1.2,0.685858021,0.0038,0.0255,0.0312,0.0214,0.0503799,0.000316617,-0.001554,0.0021,0.0005,0.001366797,0.001159422,-0.0083,-0.0152
194703,15.17,0.72,1.27,0.741534989,0.0038,0.0255,0.0315,0.0213,0.050863635,0.000316617,0.0215393,0.002,0.0067,0.002306343,0.000803646,-0.0151,-0.0178
194704,14.58,0.7333,1.3267,0.770042194,0.0038,0.0253,0.0316,0.0217,0.05223221,0.000316617,0,-0.0037,0.002,0.002249972,0.002775418,-0.0396,-0.0408
194705,14.45,0.7467,1.3833,0.776366322,0.0038,0.0253,0.0317,0.0216,0.047192905,0.000316617,-0.0030488,0.0033,0.002,0.002486563,0.003228613,-0.001,-0.0105
194706,15.21,0.76,1.44,0.741116751,0.0038,0.0255,0.0321,0.0216,0.046887742,0.000316617,0.0076046,0.001,0.0004,0.001925994,0.003817236,0.054,0.0509
194707,15.76,0.77,1.4767,0.717327219,0.0066,0.0255,0.0318,0.0214,0.040160407,0.000549849,0.0090498,0.0063,0.002,0.001921544,0.003204943,0.0396,0.0384
194708,15.32,0.78,1.5133,0.734693878,0.0075,0.0256,0.0317,0.021,0.04292842,0.000624805,0.0104557,0.0081,-0.0071,0.000831585,0.003572172,-0.0231,-0.0291
194709,15.11,0.79,1.55,0.740323399,0.008,0.0261,0.0323,0.0213,0.044029565,0.000666445,0.0234959,-0.0044,-0.0131,0.001333189,0.004326897,-0.0099,-0.0137
194710,15.43,0.8067,1.57,0.722732523,0.0085,0.027,0.0335,0.0217,0.042544988,0.000708083,0,-0.0037,-0.0099,0.000839876,0.004313622,0.0206,0.0194
194711,14.99,0.8233,1.59,0.731992647,0.0092,0.0277,0.0344,0.0229,0.0459125,0.000766373,0.0057887,-0.0174,-0.0098,0.00046148,0.004494506,-0.0176,-0.0296
194712,15.3,0.84,1.61,0.725325679,0.0095,0.0286,0.0352,0.0243,0.029166134,0.000791354,0.0129034,-0.0192,0.0024,0.001055066,0.004760925,0.0308,0.0253
194801,14.69,0.8433,1.6433,0.751888304,0.0097,0.0286,0.0352,0.0243,0.03115062,0.000808007,0.0113316,0.002,0.0024,0.001043369,0.004387162,-0.0377,-0.0389
194802,14,0.8467,1.6767,0.787769784,0.01,0.0285,0.0353,0.0241,0.029072983,0.000832986,-0.0084866,0.0046,0.0039,0.001750167,0.004903365,-0.0402,-0.0478
194803,15.08,0.85,1.71,0.841422122,0.01,0.0283,0.0353,0.0241,0.027164676,0.000832986,-0.002845,0.0034,0.0115,0.002048819,0.005808515,0.0814,0.077
194804,15.48,0.85,1.76,0.82599302,0.01,0.0278,0.0347,0.0239,0.027519487,0.000832986,0.0141445,0.0045,0.0038,0.000512028,0.004150179,0.0308,0.0285
194805,16.69,0.85,1.81,0.781692356,0.01,0.0276,0.0338,0.0231,0.025573223,0.000832986,0.0069979,0.0141,0.0008,0.001340526,0.00445914,0.084,0.0775
194806,16.74,0.85,1.86,0.786973504,0.01,0.0276,0.0334,0.0238,0.024368971,0.000832986,0.0069493,-0.0084,-0.0083,0.000869046,0.003144237,0.0077,0.0037
194807,15.85,0.8567,1.93,0.822257762,0.01,0.0281,0.0337,0.0241,0.022750385,0.000832986,0.0123883,-0.0021,-0.0052,0.002637166,0.002963176,-0.0522,-0.0531
194808,15.97,0.8633,2,0.82053822,0.0106,0.0284,0.0344,0.0242,0.019797336,0.000882943,0.0040956,0.0001,0.0055,0.00115702,0.002887863,0.0155,0.0081
194809,15.49,0.87,2.07,0.836231071,0.0109,0.0284,0.0345,0.0242,0.019688098,0.000907921,0,0.0014,0.0024,0.002288853,0.003053102,-0.027,-0.0311
194810,16.54,0.89,2.1433,0.791905672,0.0112,0.0284,0.035,0.0243,0.018690788,0.000932898,-0.0040956,0.0007,0.0024,0.000786908,0.002189316,0.07,0.0669
194811,14.75,0.91,2.2167,0.870911215,0.0114,0.0284,0.0353,0.0239,0.018584243,0.000949549,-0.0068634,0.0076,0.0085,0.005997959,0.002376824,-0.0983,-0.1099
194812,15.2,0.93,2.29,0.840947547,0.0116,0.0279,0.0353,0.0237,0.015026312,0.0009662,-0.0069109,0.0056,0.0131,0.000913859,0.00163301,0.036,0.0297
194901,15.22,0.9467,2.32,0.832402858,0.0117,0.0271,0.0346,0.0233,0.01330503,0.000974525,-0.0013879,0.0082,0.0038,0.00128924,0.001776735,0.0027,0.0014
194902,14.62,0.9633,2.35,0.861550907,0.0117,0.0271,0.0345,0.0231,0.017211424,0.000974525,-0.0111733,0.0049,0.0038,0.001333056,0.002169999,-0.0316,-0.0415
194903,15.06,0.98,2.38,0.901750424,0.0117,0.027,0.0347,0.0227,0.014771834,0.000974525,0.0028051,0.0074,0.0007,0.001053829,0.002717067,0.034,0.0293
194904,14.74,0.9933,2.3867,0.917499713,0.0117,0.027,0.0345,0.0227,0.014255442,0.000974525,0.0013996,0.0011,0.0023,0.00052208,0.003658064,-0.0187,-0.0217
194905,14.19,1.0067,2.3933,0.948562604,0.0117,0.0271,0.0345,0.0227,0.015867906,0.000974525,-0.0013996,0.0019,0.0038,0.000952742,0.003421857,-0.0294,-0.0378
194906,14.16,1.02,2.4,0.953888424,0.0117,0.0271,0.0347,0.0217,0.01519133,0.000974525,0.0013996,0.0167,0.0084,0.001598542,0.004091914,0.0017,-0.0033
194907,15.04,1.0267,2.3967,0.907799,0.0102,0.0267,0.0346,0.0216,0.01804206,0.000849639,-0.0070176,0.0033,0.0099,0.000627572,0.003622809,0.0627,0.0617
194908,15.22,1.0333,2.3933,0.893876637,0.0104,0.0262,0.034,0.021,0.017969567,0.000866291,0.0028129,0.0111,0.0037,0.001027214,0.003721688,0.0218,0.0117
194909,15.58,1.04,2.39,0.875020547,0.0107,0.026,0.0337,0.0212,0.021894047,0.000891269,0.0042046,-0.0011,0.0021,0.001431347,0.002629813,0.0274,0.0243
194910,16.04,1.0733,2.3667,0.842566213,0.0105,0.0261,0.0336,0.0212,0.021380079,0.000874617,-0.0056101,0.0019,0.0067,0.000611002,0.002996892,0.028,0.0267
194911,16.06,1.1067,2.3433,0.833724876,0.0108,0.026,0.0335,0.0212,0.02271765,0.000899595,0.0014055,0.0021,0.0021,0.000938066,0.004004392,0.0207,0.0004
194912,16.76,1.14,2.32,0.796429284,0.011,0.0258,0.0331,0.0209,0.026499379,0.000916247,-0.0056338,0.0052,-0.0145,0.00044378,0.004252018,0.051,0.046
195001,17.05,1.15,2.3367,0.79141682,0.0107,0.0257,0.0324,0.0215,0.027460986,0.000891269,-0.0042463,-0.0061,0.0037,0.000931734,0.004458223,0.0197,0.0182
195002,17.22,1.16,2.3533,0.784998034,0.0112,0.0258,0.0324,0.0214,0.025899025,0.000932898,-0.0028409,0.0021,0.0007,0.000446606,0.004246494,0.0196,0.01
195003,17.29,1.17,2.37,0.825527785,0.0112,0.0258,0.0324,0.0215,0.029588802,0.000932898,0.0042583,0.0008,0.0022,0.000565227,0.00455264,0.0082,0.0035
195004,18.07,1.18,2.4267,0.796497471,0.0115,0.026,0.0323,0.0214,0.027652145,0.000957874,0.0014154,0.003,-0.0008,0.0007022,0.004022212,0.0459,0.0445
195005,18.78,1.19,2.4833,0.761346343,0.0116,0.0261,0.0325,0.0213,0.029738973,0.0009662,0.0042343,0.0033,-0.0008,0.000648798,0.003803212,0.0469,0.0376
195006,17.69,1.2,2.54,0.813447468,0.0115,0.0262,0.0328,0.0216,0.03170544,0.000957874,0.005618,-0.0025,0.0023,0.005720321,0.004115374,-0.0542,-0.0579
195007,17.84,1.2433,2.6,0.812320917,0.0116,0.0265,0.0332,0.0214,0.031315288,0.0009662,0.0097562,0.0055,0.0069,0.003253218,0.004320331,0.017,0.0159
195008,18.42,1.2867,2.66,0.784340849,0.012,0.0261,0.0323,0.0214,0.030657329,0.0009995,0.0082873,0.0014,0.0038,0.001106468,0.004452678,0.0481,0.0315
195009,19.45,1.33,2.72,0.751457855,0.013,0.0264,0.0321,0.022,0.027059357,0.001082747,0.006854,-0.0072,-0.0039,0.001225058,0.004031833,0.0595,0.0565
195010,19.53,1.3767,2.76,0.755966402,0.0131,0.0267,0.0322,0.0225,0.028026774,0.001091071,0.0054496,-0.0048,-0.0008,0.001693809,0.003975191,0.0051,0.0034
195011,19.51,1.4233,2.8,0.747363796,0.0136,0.0267,0.0322,0.0224,0.026189262,0.001132692,0.0040678,0.0035,0.0054,0.002443047,0.004886765,0.0224,-0.0001
195012,20.41,1.47,2.84,0.722538442,0.0134,0.0267,0.032,0.0224,0.031866602,0.001116044,0.0134411,0.0016,0.0023,0.002384355,0.005662515,0.0554,0.051
195101,21.66,1.4867,2.8367,0.683599245,0.0134,0.0266,0.0317,0.0221,0.02974359,0.001116044,0.0158944,0.0058,0.0019,0.001669362,0.005636073,0.0651,0.0633
195102,21.8,1.5033,2.8333,0.674866098,0.0136,0.0266,0.0316,0.0228,0.03085788,0.001132692,0.0117572,-0.0074,-0.0044,0.000618836,0.00551025,0.0145,0.0042
195103,21.4,1.52,2.83,0.7813946,0.014,0.0278,0.0323,0.0241,0.032494612,0.001165987,0.0038885,-0.0157,-0.0237,0.001136928,0.005749029,-0.0175,-0.0197
195104,22.43,1.5333,2.7933,0.749430788,0.0147,0.0287,0.0335,0.0248,0.03191643,0.00122425,0.0012928,-0.0063,-0.0009,0.00077976,0.004406234,0.0491,0.0479
195105,21.52,1.5467,2.7567,0.777889045,0.0155,0.0289,0.034,0.0254,0.030564544,0.001290833,0.0038685,-0.0069,-0.0015,0.001369727,0.003968667,-0.03,-0.0409
195106,20.96,1.56,2.72,0.800362677,0.0145,0.0294,0.0349,0.0259,0.036078943,0.001207604,-0.0012878,-0.0062,-0.0093,0.001069512,0.004064516,-0.0258,-0.0282
195107,22.4,1.5467,2.65,0.753121849,0.0156,0.0294,0.0353,0.0252,0.032450083,0.001299156,0.0012878,0.0138,0.0205,0.00135569,0.003715416,0.0709,0.07
195108,23.28,1.5333,2.58,0.718593895,0.0162,0.0288,0.035,0.0246,0.030227432,0.00134909,0,0.0099,0.0114,0.000556218,0.003921612,0.0502,0.0384
195109,23.26,1.52,2.51,0.716182328,0.0163,0.0284,0.0346,0.0253,0.028633195,0.001357412,0.0064144,-0.008,-0.0057,0.00025316,0.00393371,0.0029,0.0012
195110,22.94,1.4833,2.4867,0.740232514,0.0154,0.0289,0.035,0.0254,0.028951708,0.001282511,0.0051021,0.001,-0.0145,0.001480321,0.003841898,-0.0133,-0.0151
195111,22.88,1.4467,2.4633,0.74329238,0.0156,0.0296,0.0356,0.0264,0.03144941,0.001299156,0.0050762,-0.0136,-0.0061,0.001014944,0.004017421,0.0114,-0.0026
195112,23.77,1.41,2.44,0.721316347,0.0173,0.0301,0.0361,0.0269,0.03599303,0.001440629,0.0037903,-0.0061,0.0058,0.000383739,0.004146893,0.0418,0.0385
195201,24.14,1.4133,2.4267,0.717425838,0.0157,0.0298,0.0359,0.0268,0.035051023,0.001307478,0,0.0028,0.0199,0.000508514,0.003515476,0.0178,0.0163
195202,23.26,1.4167,2.4133,0.746693325,0.0154,0.0293,0.0353,0.0269,0.034631663,0.001282511,-0.0063251,0.0014,-0.0085,0.000912325,0.003638871,-0.0252,-0.0357
195203,24.37,1.42,2.4,0.751874119,0.0159,0.0296,0.0351,0.0263,0.031945608,0.001324123,0,0.0111,0.0076,0.000671049,0.00332273,0.0528,0.0507
195204,23.32,1.43,2.38,0.7863991,0.0157,0.0293,0.035,0.0254,0.033043562,0.001307478,0.0037999,0.0171,-0.0004,0.000719682,0.003839016,-0.0414,-0.0433
195205,23.86,1.44,2.36,0.770517989,0.0167,0.0293,0.0349,0.0257,0.031946587,0.001390699,0.0012634,-0.0033,0.0031,0.000498605,0.004511025,0.0337,0.0233
195206,24.96,1.45,2.34,0.738715088,0.017,0.0294,0.035,0.0259,0.027671236,0.001415664,0.0025221,0.0003,0.0016,0.000321307,0.004430721,0.0478,0.0458
195207,25.4,1.45,2.3467,0.724710259,0.0181,0.0295,0.035,0.0261,0.027783732,0.001507197,0.0075283,-0.002,0.0016,0.000343182,0.00411256,0.0191,0.0177
195208,25.03,1.45,2.3533,0.736620128,0.0183,0.0294,0.0351,0.0267,0.027916439,0.001523838,0.0012492,-0.007,0.0063,0.000268663,0.003761577,-0.0057,-0.015
195209,24.54,1.45,2.36,0.748678911,0.0171,0.0295,0.0352,0.0277,0.030943054,0.001423986,-0.0012492,-0.013,-0.0018,0.000424569,0.003504369,-0.0181,-0.0201
195210,24.52,1.4367,2.3733,0.752516436,0.0174,0.0301,0.0354,0.0269,0.029852836,0.00144895,0.0012492,0.0148,0.0039,0.001000069,0.003575481,0.0003,-0.0012
195211,25.66,1.4233,2.3867,0.714235352,0.0185,0.0298,0.0353,0.0272,0.026519908,0.00154048,0,-0.0015,0.0108,0.000442725,0.003542352,0.0614,0.0482
195212,26.57,1.41,2.4,0.694073313,0.0209,0.0297,0.0351,0.0279,0.026425724,0.001740152,-0.0012492,-0.0086,-0.0091,0.000272302,0.003445919,0.0382,0.0357
195301,26.38,1.41,2.41,0.699175208,0.0196,0.0302,0.0351,0.0279,0.025802935,0.001632001,-0.0025031,0.0012,-0.008,0.000415759,0.003321363,-0.0062,-0.0068
195302,25.9,1.41,2.42,0.712702712,0.0197,0.0307,0.0353,0.0287,0.026367741,0.001640321,-0.0050251,-0.0087,-0.004,0.000496008,0.003114091,-0.0075,-0.0178
195303,25.29,1.41,2.43,0.762496874,0.0201,0.0312,0.0357,0.0294,0.023785718,0.001673599,0.0025157,-0.0088,-0.0033,0.000680949,0.002897312,-0.0223,-0.0244
195304,24.62,1.4133,2.4567,0.776706097,0.0219,0.0323,0.0365,0.0303,0.026038874,0.001823337,0.0012555,-0.0105,-0.0248,0.001242584,0.00339691,-0.0253,-0.0268
195305,24.54,1.4167,2.4833,0.78375202,0.0216,0.0334,0.0378,0.0314,0.027024598,0.001798382,0.0025063,-0.0148,-0.003,0.000546049,0.002853477,0.0074,-0.0027
195306,24.14,1.42,2.51,0.795496906,0.0211,0.034,0.0386,0.0301,0.027228481,0.001756789,0.0037477,0.0223,0.0109,0.001045265,0.002853784,-0.0143,-0.0163
195307,24.75,1.42,2.5233,0.774929189,0.0204,0.0328,0.0386,0.0301,0.025882997,0.001698557,0.0024907,0.0039,0.0177,0.000564376,0.002560598,0.0262,0.0248
195308,23.32,1.42,2.5367,0.816935916,0.0204,0.0324,0.0385,0.0303,0.027752175,0.001698557,0.0024845,-0.0008,-0.0085,0.000651923,0.002485169,-0.05,-0.06
195309,23.35,1.42,2.55,0.808210877,0.0179,0.0329,0.0388,0.0284,0.025540236,0.001490555,0.0012399,0.0299,0.0253,0.001072441,0.002609423,0.0022,0.0001
195310,24.54,1.43,2.5367,0.77372104,0.0138,0.0316,0.0382,0.0281,0.024338513,0.001149339,0.0024752,0.0074,0.0227,0.000571531,0.00261672,0.0509,0.0497
195311,24.76,1.44,2.5233,0.758431958,0.0144,0.0311,0.0375,0.0286,0.025438669,0.001199281,-0.0037152,-0.0049,-0.0073,0.000447598,0.002867828,0.0238,0.0099
195312,24.81,1.45,2.51,0.759700961,0.016,0.0313,0.0374,0.0274,0.02455226,0.001332445,-0.0012415,0.0206,0.0172,0.000404597,0.00279331,0.0018,-0.0011
195401,26.08,1.4567,2.5233,0.729847122,0.0118,0.0306,0.0371,0.0291,0.023211536,0.00098285,0.0024814,0.0089,0.0124,0.000481878,0.002572827,0.0534,0.0525
195402,26.15,1.4633,2.5367,0.72451959,0.0097,0.0295,0.0361,0.0279,0.022438262,0.000808007,-0.0012399,0.024,0.0198,0.000343371,0.00259655,0.0129,0.0023
195403,26.94,1.47,2.55,0.804915818,0.0103,0.0286,0.0351,0.0278,0.021990539,0.000857965,-0.0012415,0.0058,0.0039,0.000349468,0.002326738,0.0307,0.0286
195404,28.26,1.4633,2.5733,0.765039301,0.0097,0.0285,0.0347,0.0273,0.020862471,0.000808007,-0.0024876,0.0104,-0.0034,0.000744483,0.002569204,0.0481,0.0469
195405,29.19,1.4567,2.5967,0.745976976,0.0076,0.0288,0.0347,0.0279,0.018483554,0.000633133,0.003729,-0.0087,-0.0042,0.000466747,0.00236119,0.0428,0.0336
195406,29.21,1.45,2.62,0.732467844,0.0064,0.029,0.0349,0.0272,0.018296142,0.000533191,0.0012399,0.0163,0.0063,0.000925085,0.001838346,0.0024,0.0005
195407,30.88,1.4567,2.6233,0.702172913,0.0072,0.0289,0.035,0.0266,0.017688783,0.00059982,0,0.0134,0.004,0.000611532,0.002042287,0.0587,0.0577
195408,29.83,1.4633,2.6267,0.727516379,0.0092,0.0287,0.0349,0.0269,0.017581945,0.000766373,-0.0012399,-0.0036,0.0018,0.001160609,0.001982037,-0.0259,-0.0348
195409,32.31,1.47,2.63,0.677745104,0.0101,0.0289,0.0347,0.0271,0.016907679,0.000841313,-0.0024845,-0.001,0.004,0.000709283,0.002207768,0.0826,0.081
195410,31.68,1.4933,2.6767,0.693758164,0.0098,0.0287,0.0346,0.0271,0.017593444,0.000816333,-0.0024907,0.0006,0.004,0.000512275,0.002914384,-0.0179,-0.0187
195411,34.24,1.5167,2.7233,0.631641544,0.0093,0.0289,0.0345,0.0274,0.014216112,0.0007747,0.0012461,-0.0025,0.0025,0.001208339,0.003319816,0.0958,0.0827
195412,35.98,1.54,2.77,0.604119785,0.0115,0.029,0.0345,0.0272,0.025978579,0.000957874,-0.0024938,0.0064,0.0017,0.000878917,0.002845475,0.0542,0.0523
195501,36.63,1.5467,2.8333,0.597558888,0.0122,0.0293,0.0345,0.0286,0.025294134,0.00101615,0,-0.0241,-0.0097,0.002518386,0.002790374,0.0181,0.0176
195502,36.76,1.5533,2.8967,0.593148324,0.0117,0.0293,0.0347,0.0292,0.026982119,0.000974525,0,-0.0078,-0.0063,0.000695906,0.002469542,0.0135,0.0055
195503,36.58,1.56,2.96,0.607761777,0.0128,0.0302,0.0348,0.0288,0.026950743,0.001066098,0,0.0087,0.0092,0.002478067,0.002822056,-0.0022,-0.0038
195504,37.96,1.5633,3.0467,0.584987666,0.0159,0.0301,0.0349,0.029,0.025399714,0.001324123,0,0.0001,-0.0001,0.000635588,0.00123108,0.0398,0.0388
195505,37.91,1.5667,3.1333,0.586075413,0.0145,0.0304,0.035,0.0287,0.024373706,0.001207604,0,0.0073,-0.0018,0.000708812,0.001413363,0.0064,-0.0011
195506,41.03,1.57,3.22,0.551641632,0.0141,0.0305,0.0351,0.0293,0.024390767,0.00117431,0,-0.0076,0.0029,0.00066333,0.000454198,0.0814,0.08
195507,43.52,1.5867,3.2933,0.534506816,0.016,0.0306,0.0352,0.03,0.023820594,0.001332445,0.0037383,-0.0102,-0.0041,0.002192717,0.000641264,0.0577,0.0571
195508,43.18,1.6033,3.3667,0.531846726,0.019,0.0311,0.0356,0.0301,0.025742363,0.001582081,-0.0024907,0.0004,-0.0038,0.001142419,0.000573748,-0.0006,-0.0083
195509,43.67,1.62,3.44,0.533624791,0.0207,0.0313,0.0359,0.0298,0.02477461,0.001723514,0.0037337,0.0073,0.0076,0.005775046,0.000206388,0.0113,0.0101
195510,42.34,1.6267,3.5,0.54740915,0.0223,0.031,0.0359,0.0292,0.024240868,0.001856609,0,0.0144,0.0078,0.002683212,0.000632409,-0.0304,-0.031
195511,45.51,1.6333,3.56,0.51525059,0.0224,0.031,0.0358,0.0295,0.025189437,0.001864927,0.0012415,-0.0045,-0.003,0.001978145,0.000372768,0.0878,0.0751
195512,45.48,1.64,3.62,0.50982801,0.0254,0.0315,0.0362,0.0295,0.025245104,0.00211443,-0.0024845,0.0037,0.0063,0.00047528,0.000243799,-0.0003,-0.0017
195601,43.82,1.67,3.6433,0.528954412,0.0241,0.0311,0.036,0.0292,0.026417921,0.002006319,-0.0012446,0.0083,0.0104,0.001185877,-0.000397533,-0.035,-0.0362
195602,45.34,1.7,3.6667,0.514835108,0.0232,0.0308,0.0358,0.0293,0.024183984,0.001931467,0,-0.0002,0.0026,0.001120098,0.000363753,0.0414,0.0345
195603,48.48,1.73,3.69,0.5310772,0.0225,0.031,0.036,0.0303,0.026654931,0.001873244,0.0012446,-0.0149,-0.0146,0.001045279,0.000741498,0.0704,0.0693
195604,48.38,1.7533,3.66,0.526621716,0.026,0.0324,0.0368,0.0311,0.026166232,0.002164323,0.001243,-0.0113,-0.0115,0.000819086,0.000451815,-0.0006,-0.0014
195605,45.2,1.7767,3.63,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029105817,0.002172638,0.0049566,0.0225,0.0052,0.00183025,0.000504808,-0.0584,-0.066
195606,46.97,1.8,3.6,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025460548,0.00207285,0.0061614,0.0027,-0.0018,0.001127449,0.000939936,0.0389,0.0378
195607,49.39,1.8133,3.5533,0.524902957,0.0231,0.0328,0.038,0.0313,0.024618571,0.00192315,0.007344,-0.0209,-0.0093,0.000500091,0.001015523,0.0514,0.0506
195608,47.51,1.8267,3.5067,0.541391124,0.026,0.0343,0.0393,0.0325,0.023647771,0.002164323,-0.0012203,-0.0187,-0.0208,0.001255877,0.00101047,-0.0328,-0.04
195609,45.35,1.84,3.46,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029129906,0.002363871,0.0012203,0.005,0.0012,0.000765547,0.001359354,-0.044,-0.0451
195610,45.58,1.8067,3.4433,0.566427008,0.029,0.0359,0.0417,0.0329,0.029184819,0.002413751,0.006079,-0.0054,-0.0105,0.00157679,0.001272093,0.0067,0.0053
195611,45.08,1.7733,3.4267,0.574897415,0.0299,0.0369,0.0424,0.0333,0.026838824,0.002488568,0,-0.0057,-0.0126,0.001752676,0.001541595,-0.0019,-0.0112
195612,46.67,1.74,3.41,0.544176827,0.0321,0.0375,0.0437,0.0345,0.025968701,0.002671429,0.0024213,-0.0179,-0.0082,0.000987629,0.000969841,0.0363,0.0344
195701,44.72,1.7367,3.4067,0.567242675,0.0311,0.0377,0.0449,0.0328,0.027643814,0.002588314,0.0012085,0.0346,0.0197,0.000911629,0.000738582,-0.0403,-0.0416
195702,43.26,1.7333,3.4033,0.584994189,0.031,0.0367,0.0447,0.0328,0.029769247,0.002580002,0.0036166,0.0025,0.0093,0.00103137,0.000827314,-0.0249,-0.0328
195703,44.11,1.73,3.4,0.599818875,0.0308,0.0366,0.0443,0.0331,0.026252373,0.002563378,0.0024038,-0.0024,0.005,0.000384969,0.001054099,0.0238,0.0207
195704,45.74,1.73,3.4067,0.57609839,0.0307,0.0367,0.0444,0.0345,0.027084319,0.002555066,0.003595,-0.0222,-0.0066,0.000284356,0.002142112,0.0464,0.0451
195705,47.43,1.73,3.4133,0.56403858,0.0306,0.0374,0.0452,0.0348,0.02858925,0.002546754,0.0023895,-0.0023,-0.0075,0.000489975,0.00242219,0.0387,0.0331
195706,47.37,1.73,3.42,0.565876532,0.0329,0.0391,0.0463,0.0361,0.03035099,0.002737915,0.0059489,-0.018,-0.0322,0.000502267,0.00217603,-0.0008,-0.0037
195707,47.91,1.74,3.4367,0.560056635,0.0316,0.0399,0.0473,0.0365,0.032139271,0.002629872,0.0047337,-0.0041,-0.011,0.000579211,0.00163121,0.0097,0.0081
195708,45.22,1.75,3.4533,0.588004542,0.0337,0.041,0.0482,0.0367,0.035635293,0.002804397,0.0011799,0.0002,-0.0009,0.002151611,0.001349582,-0.0489,-0.0541
195709,42.42,1.76,3.47,0.624150778,0.0353,0.0412,0.0493,0.0364,0.034110094,0.002937348,0.0011786,0.0076,0.0095,0.001596031,0.001116985,-0.0579,-0.0607
195710,41.06,1.77,3.4367,0.645746418,0.0358,0.041,0.0499,0.0369,0.038197979,0.002978892,0,-0.005,0.0023,0.004605281,0.001123013,-0.0386,-0.0403
195711,41.72,1.78,3.4033,0.633071776,0.0331,0.0408,0.0509,0.034,0.040755164,0.002754536,0.0035273,0.0533,0.0311,0.003303789,0.000804086,0.0236,0.0163
195712,39.99,1.79,3.37,0.653675779,0.0304,0.0381,0.0503,0.0323,0.034652496,0.00253013,0,0.0307,0.0685,0.001262445,0.000667927,-0.0375,-0.0411
195801,41.7,1.7833,3.2933,0.632860762,0.0244,0.036,0.0483,0.033,0.029838174,0.002031269,0.0058514,-0.0084,0.0099,0.000750046,0.000290267,0.0459,0.0447
195802,40.84,1.7767,3.2167,0.647390435,0.0153,0.0359,0.0466,0.0325,0.02764915,0.001274188,0.0011662,0.01,-0.0008,0.000719967,0.000630306,-0.014,-0.0202
195803,42.1,1.77,3.14,0.668591638,0.013,0.0363,0.0468,0.0321,0.028763281,0.001082747,0.0069687,0.0102,-0.0046,0.000519822,0.000187321,0.0331,0.0298
195804,43.44,1.7567,3.07,0.655245031,0.0113,0.036,0.0467,0.0311,0.026939564,0.000941224,0.0023121,0.0186,0.0163,0.000756124,0.000591781,0.0334,0.032
195805,44.09,1.7433,3,0.645558677,0.0091,0.0357,0.0462,0.0313,0.022763656,0.000758046,0,0.0001,0.0031,0.00040042,0.000339673,0.0213,0.0155
195806,45.24,1.73,2.93,0.62466017,0.0083,0.0357,0.0455,0.0324,0.021255084,0.000691428,0.0011541,-0.016,-0.0038,0.000642475,0.000757718,0.028,0.0249
195807,47.19,1.73,2.9133,0.593848784,0.0091,0.0367,0.0453,0.0343,0.016790099,0.000758046,0.0011527,-0.0278,-0.0153,0.000625506,0.000948139,0.044,0.0425
195808,47.75,1.73,2.8967,0.587263826,0.0169,0.0385,0.0467,0.0371,0.014886103,0.001407343,-0.0011527,-0.0435,-0.032,0.000562027,0.001246582,0.0179,0.0131
195809,50.06,1.73,2.88,0.561371197,0.0244,0.0409,0.0487,0.038,0.013849507,0.002031269,0,-0.0117,-0.0096,0.000524474,0.001397779,0.0508,0.0479
195810,51.33,1.7367,2.8833,0.549869298,0.0263,0.0411,0.0492,0.0374,0.012103187,0.002189269,0,0.0138,0.0107,0.000801342,0.001163452,0.0277,0.0262
195811,52.48,1.7433,2.8867,0.535823198,0.0267,0.0409,0.0487,0.0368,0.011411693,0.002222528,0.0011527,0.012,0.0105,0.001561184,0.00152852,0.0285,0.0233
195812,55.21,1.75,2.89,0.51177932,0.0277,0.0408,0.0485,0.0382,0.023488247,0.002305673,-0.0011527,-0.0181,-0.0058,0.000729804,0.001585812,0.0539,0.0512
195901,55.42,1.7567,2.9633,0.502895818,0.0282,0.0412,0.0487,0.0408,0.027566343,0.002347243,0.0011527,-0.008,-0.0028,0.000574422,0.001722387,0.0064,0.0055
195902,55.41,1.7633,3.0367,0.494946148,0.027,0.0414,0.0489,0.0402,0.027750979,0.002247473,-0.0011527,0.0117,0.0126,0.000850704,0.001945027,0.0068,0.0023
