yyyyq,Index,D12,E12,b/m,tbl,AAA,BAA,lty,cay,ntis,Rfree,infl,ltr,corpr,svar,csp,ik,CRSP_SPvw,CRSP_SPvwx,D3,E3
19143,7.68,0.435,0.548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0118393267,0.0303030303,NaN,NaN,0.0051771146,NaN,NaN,NaN,NaN,NaN,NaN
19144,7.35,0.420,0.520,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0109582838,-0.0098039216,NaN,NaN,0.0025860082,NaN,NaN,NaN,NaN,NaN,NaN
19151,7.57,0.423,0.610,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0070293034,-0.0198019802,NaN,NaN,0.0030638977,NaN,NaN,NaN,NaN,NaN,NaN
19152,8.04,0.425,0.700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0070663515,0.0202020202,NaN,NaN,0.0083038583,NaN,NaN,NaN,NaN,NaN,NaN
19153,8.66,0.428,0.790,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0063489397,0.0000000000,NaN,NaN,0.0040026971,NaN,NaN,NaN,NaN,NaN,NaN
19154,9.48,0.430,0.880,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057869928,0.0198019802,NaN,NaN,0.0037344900,NaN,NaN,NaN,NaN,NaN,NaN
19161,9.17,0.463,1.042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058313686,0.0194174757,NaN,NaN,0.0033064025,NaN,NaN,NaN,NaN,NaN,NaN
19162,9.36,0.495,1.205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0062009809,0.0285714286,NaN,NaN,0.0039973558,NaN,NaN,NaN,NaN,NaN,NaN
19163,9.68,0.528,1.368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0070958443,0.0277777778,NaN,NaN,0.0023023755,NaN,NaN,NaN,NaN,NaN,NaN
19164,9.80,0.560,1.530,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0068813579,0.0450450450,NaN,NaN,0.0082263404,NaN,NaN,NaN,NaN,NaN,NaN
19171,9.31,0.593,1.468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0076062429,0.0344827586,NaN,NaN,0.0074765776,NaN,NaN,NaN,NaN,NaN,NaN
19172,9.04,0.625,1.405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0093452160,0.0833333333,NaN,NaN,0.0042861745,NaN,NaN,NaN,NaN,NaN,NaN
19173,8.12,0.658,1.343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0097450393,0.0230769231,NaN,NaN,0.0052443622,NaN,NaN,NaN,NaN,NaN,NaN
19174,6.80,0.690,1.280,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0109816895,0.0300751880,NaN,NaN,0.0185544533,NaN,NaN,NaN,NaN,NaN,NaN
19181,7.28,0.660,1.208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0115816254,0.0218978102,NaN,NaN,0.0046963656,NaN,NaN,NaN,NaN,NaN,NaN
19182,7.45,0.630,1.135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0119816902,0.0500000000,NaN,NaN,0.0031474527,NaN,NaN,NaN,NaN,NaN,NaN
19183,7.54,0.600,1.063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0120928176,0.0680272109,NaN,NaN,0.0020524224,NaN,NaN,NaN,NaN,NaN,NaN
19184,7.90,0.570,0.990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0120631749,0.0509554140,NaN,NaN,0.0054650172,NaN,NaN,NaN,NaN,NaN,NaN
19191,8.12,0.560,0.975,NaN,NaN,0.0539,0.0715,0.0473,NaN,NaN,0.0106039910,-0.0060606061,NaN,NaN,0.0025711081,NaN,NaN,NaN,NaN,NaN,NaN
19192,9.21,0.550,0.960,NaN,NaN,0.0540,0.0704,0.0469,NaN,NaN,0.0109594668,0.0304878049,NaN,NaN,0.0047630487,NaN,NaN,NaN,NaN,NaN,NaN
19193,9.01,0.540,0.945,NaN,NaN,0.0560,0.0727,0.0473,NaN,NaN,0.0108854138,0.0532544379,NaN,NaN,0.0087699001,NaN,NaN,NaN,NaN,NaN,NaN
19194,8.92,0.530,0.930,NaN,NaN,0.0573,0.0777,0.0490,NaN,NaN,0.0113075083,0.0617977528,NaN,NaN,0.0084367354,NaN,NaN,NaN,NaN,NaN,NaN
19201,8.67,0.525,0.898,NaN,0.0475,0.0592,0.0797,0.0509,NaN,NaN,0.0118750000,0.0423280423,NaN,NaN,0.0106596114,NaN,NaN,NaN,NaN,NaN,NaN
19202,7.92,0.520,0.865,NaN,0.0575,0.0638,0.0839,0.0554,NaN,NaN,0.0143750000,0.0609137056,NaN,NaN,0.0074117879,NaN,NaN,NaN,NaN,NaN,NaN
19203,7.87,0.515,0.833,NaN,0.0581,0.0622,0.0814,0.0543,NaN,NaN,0.0145250000,-0.0430622010,NaN,NaN,0.0042797975,NaN,NaN,NaN,NaN,NaN,NaN
19204,6.81,0.510,0.800,NaN,0.0588,0.0626,0.0856,0.0540,NaN,NaN,0.0147000000,-0.0300000000,NaN,NaN,0.0110566028,NaN,NaN,NaN,NaN,NaN,NaN
19211,6.88,0.498,0.673,0.6362196410,0.0538,0.0608,0.0855,0.0527,NaN,NaN,0.0134500000,-0.0567010309,NaN,NaN,0.0040824925,NaN,NaN,NaN,NaN,NaN,NaN
19212,6.55,0.485,0.545,0.7041636231,0.0499,0.0618,0.0856,0.0527,NaN,NaN,0.0124750000,-0.0382513661,NaN,NaN,0.0068394918,NaN,NaN,NaN,NaN,NaN,NaN
19213,6.61,0.473,0.418,0.6781091728,0.0475,0.0593,0.0834,0.0512,NaN,NaN,0.0118750000,-0.0056818182,NaN,NaN,0.0055698277,NaN,NaN,NaN,NaN,NaN,NaN
19214,7.31,0.460,0.290,0.5965346535,0.0390,0.0550,0.0761,0.0447,NaN,NaN,0.0097500000,-0.0114285714,NaN,NaN,0.0025273083,NaN,NaN,NaN,NaN,NaN,NaN
19221,7.74,0.473,0.390,0.5210555867,0.0355,0.0523,0.0745,0.0441,NaN,NaN,0.0088750000,-0.0346820809,NaN,NaN,0.0023685855,NaN,NaN,NaN,NaN,NaN,NaN
19222,8.45,0.485,0.490,0.4993005488,0.0325,0.0508,0.0697,0.0424,NaN,NaN,0.0081250000,0.0000000000,NaN,NaN,0.0036409452,NaN,NaN,NaN,NaN,NaN,NaN
19223,9.06,0.498,0.590,0.4777594728,0.0334,0.0493,0.0675,0.0419,NaN,NaN,0.0083500000,-0.0059880240,NaN,NaN,0.0038166273,NaN,NaN,NaN,NaN,NaN,NaN
19224,8.78,0.510,0.690,0.4726494856,0.0365,0.0508,0.0702,0.0432,NaN,NaN,0.0091250000,0.0180722892,NaN,NaN,0.0048869431,NaN,NaN,NaN,NaN,NaN,NaN
19231,9.43,0.515,0.763,0.5020920502,0.0412,0.0513,0.0709,0.0438,NaN,NaN,0.0103000000,-0.0059171598,NaN,NaN,0.0016169294,NaN,NaN,NaN,NaN,NaN,NaN
19232,8.34,0.520,0.835,0.5837104072,0.0384,0.0515,0.0721,0.0434,NaN,NaN,0.0096000000,0.0119047619,NaN,NaN,0.0067035477,NaN,NaN,NaN,NaN,NaN,NaN
19233,8.15,0.525,0.908,0.5865636012,0.0401,0.0512,0.0738,0.0436,NaN,NaN,0.0100250000,0.0117647059,NaN,NaN,0.0045638956,NaN,NaN,NaN,NaN,NaN,NaN
19234,8.55,0.530,0.980,0.5402010050,0.0388,0.0509,0.0738,0.0435,NaN,NaN,0.0097000000,0.0058139535,NaN,NaN,0.0028125338,NaN,NaN,NaN,NaN,NaN,NaN
19241,8.70,0.535,0.968,0.5945597248,0.0357,0.0510,0.0708,0.0428,NaN,NaN,0.0089250000,-0.0115606936,NaN,NaN,0.0030429277,NaN,NaN,NaN,NaN,NaN,NaN
19242,8.63,0.540,0.955,0.5738300301,0.0244,0.0499,0.0682,0.0398,NaN,NaN,0.0061000000,-0.0058479532,NaN,NaN,0.0025947196,NaN,NaN,NaN,NaN,NaN,NaN
19243,9.25,0.545,0.943,0.5360604886,0.0214,0.0495,0.0673,0.0392,NaN,NaN,0.0053500000,0.0058823529,NaN,NaN,0.0019409779,NaN,NaN,NaN,NaN,NaN,NaN
19244,10.16,0.550,0.930,0.4588830802,0.0257,0.0495,0.0646,0.0396,NaN,NaN,0.0064250000,0.0116959064,NaN,NaN,0.0031429364,NaN,NaN,NaN,NaN,NaN,NaN
19251,10.39,0.563,1.010,0.5224839400,0.0278,0.0491,0.0636,0.0396,NaN,NaN,0.0069500000,0.0000000000,NaN,NaN,0.0050629977,NaN,NaN,NaN,NaN,NaN,NaN
19252,10.80,0.575,1.090,0.4656133120,0.0286,0.0483,0.0618,0.0379,NaN,NaN,0.0071500000,0.0115606936,NaN,NaN,0.0021081359,NaN,NaN,NaN,NaN,NaN,NaN
19253,11.51,0.588,1.170,0.4252056322,0.0317,0.0487,0.0620,0.0385,NaN,NaN,0.0079250000,0.0114285714,NaN,NaN,0.0023776814,NaN,NaN,NaN,NaN,NaN,NaN
19254,12.46,0.600,1.250,0.3893782714,0.0351,0.0485,0.0615,0.0380,NaN,NaN,0.0087750000,0.0112994350,NaN,NaN,0.0039796906,NaN,NaN,NaN,NaN,NaN,NaN
19261,11.46,0.623,1.248,0.4940908444,0.0314,0.0479,0.0605,0.0371,NaN,NaN,0.0078500000,-0.0055865922,0.0243697065,0.0202309522,0.0079716236,NaN,NaN,-0.0907067202,-0.1011262359,NaN,NaN
19262,12.32,0.645,1.245,0.4534762154,0.0293,0.0472,0.0580,0.0368,NaN,NaN,0.0073250000,-0.0056179775,0.0128448804,0.0145483371,0.0027579616,NaN,NaN,0.1120687832,0.0966589226,NaN,NaN
19263,13.40,0.668,1.242,0.4387129401,0.0342,0.0472,0.0579,0.0372,NaN,NaN,0.0085500000,-0.0112994350,0.0042015200,0.0158827930,0.0025922858,NaN,NaN,0.0858084875,0.0746117084,NaN,NaN
19264,13.49,0.690,1.240,0.4414758270,0.0307,0.0468,0.0568,0.0354,NaN,0.0508852104,0.0076750000,0.0114285714,0.0343688330,0.0211418396,0.0031643542,NaN,NaN,0.0218938253,0.0063475516,NaN,NaN
19271,13.93,0.710,1.208,0.4697651174,0.0320,0.0462,0.0554,0.0331,NaN,0.0463699163,0.0080000000,-0.0225988701,0.0420800598,0.0209427107,0.0016814218,NaN,NaN,0.0501146511,0.0374614077,NaN,NaN
19272,14.77,0.730,1.175,0.4523852494,0.0307,0.0458,0.0555,0.0334,NaN,0.0588256372,0.0076750000,0.0173410405,0.0034228276,0.0087128440,0.0018188993,NaN,NaN,0.0542639917,0.0411567213,NaN,NaN
19273,17.14,0.750,1.143,0.3805860620,0.0268,0.0454,0.0542,0.0330,NaN,0.0946167888,0.0067000000,-0.0170454545,0.0144607484,0.0236306671,0.0028255431,NaN,NaN,0.1799927487,0.1672747216,NaN,NaN
19274,17.66,0.770,1.110,0.3746885899,0.0317,0.0446,0.0532,0.0316,NaN,0.0764747520,0.0079250000,0.0000000000,0.0270378414,0.0192212943,0.0030932007,NaN,NaN,0.0401295580,0.0267415294,NaN,NaN
19281,19.13,0.790,1.177,0.3632548380,0.0327,0.0446,0.0532,0.0317,NaN,0.0543639372,0.0081750000,-0.0115606936,0.0069891912,0.0136573853,0.0029326575,NaN,NaN,0.0840340653,0.0733113929,NaN,NaN
19282,19.19,0.810,1.245,0.3702999477,0.0392,0.0457,0.0555,0.0326,NaN,0.0502987889,0.0098000000,0.0000000000,-0.0040301174,-0.0087955338,0.0070322957,NaN,NaN,0.0115180664,0.0000911026,NaN,NaN
19283,21.37,0.830,1.312,0.3281658101,0.0457,0.0461,0.0559,0.0346,NaN,0.0279800569,0.0114250000,0.0116959064,-0.0183064338,0.0103135751,0.0035547610,NaN,NaN,0.1052829348,0.0957533283,NaN,NaN
19284,24.35,0.850,1.380,0.2596666667,0.0426,0.0461,0.0560,0.0340,NaN,0.0630687383,0.0106500000,-0.0115606936,0.0165111819,0.0131093490,0.0062796111,NaN,NaN,0.1456110818,0.1334297857,NaN,NaN
19291,25.53,0.880,1.438,0.2723004695,0.0460,0.0470,0.0579,0.0377,NaN,0.0798045664,0.0115000000,-0.0058479532,-0.0386050547,-0.0014507222,0.0079823463,NaN,NaN,0.0504903752,0.0420230103,NaN,NaN
19292,27.62,0.910,1.495,0.2535805819,0.0480,0.0477,0.0594,0.0367,NaN,0.1161973604,0.0120000000,0.0058823529,0.0219738995,0.0017790707,0.0084045500,NaN,NaN,0.0872346668,0.0777305001,NaN,NaN
19293,30.16,0.940,1.552,0.2448682487,0.0458,0.0480,0.0612,0.0375,NaN,0.1213901177,0.0114500000,0.0116959064,-0.0007091800,0.0074176136,0.0080561972,NaN,NaN,0.0910665826,0.0826440428,NaN,NaN
19294,21.45,0.970,1.610,0.3384578236,0.0303,0.0467,0.0595,0.0340,NaN,0.1635221721,0.0075750000,-0.0057803468,0.0532434765,0.0247922077,0.1001709182,NaN,NaN,-0.2684180991,-0.2773217132,NaN,NaN
19301,25.14,0.973,1.450,0.3191191891,0.0295,0.0462,0.0573,0.0335,NaN,0.1454961766,0.0073750000,-0.0174418605,0.0154856197,0.0271238462,0.0046619103,NaN,NaN,0.1658844947,0.1546585835,NaN,NaN
19302,20.46,0.975,1.290,0.4033754529,0.0189,0.0457,0.0578,0.0328,NaN,0.1310010449,0.0047250000,-0.0059171598,0.0174403766,0.0253035067,0.0210751627,NaN,NaN,-0.1767635478,-0.1851869632,NaN,NaN
19303,18.59,0.978,1.130,0.4455832113,0.0177,0.0442,0.0565,0.0324,NaN,0.1272003762,0.0044250000,-0.0119047619,0.0121392327,0.0302843425,0.0127087786,NaN,NaN,-0.0793625996,-0.0898358442,NaN,NaN
19304,15.34,0.980,0.970,0.5547454126,0.0148,0.0452,0.0671,0.0330,NaN,0.1138858911,0.0037000000,-0.0301204819,0.0006606971,-0.0048442217,0.0282030678,NaN,NaN,-0.1659694674,-0.1777054947,NaN,NaN
19311,16.69,0.940,0.880,0.5291250870,0.0138,0.0439,0.0644,0.0332,NaN,0.0739691724,0.0034500000,-0.0310559006,0.0066586404,0.0368940776,0.0122776897,NaN,NaN,0.0959277923,0.0821910461,NaN,NaN
19312,14.83,0.900,0.790,0.6072712745,0.0055,0.0436,0.0736,0.0319,NaN,0.0637461202,0.0013750000,-0.0320512821,0.0236339899,0.0254947669,0.0369529107,NaN,NaN,-0.1032500874,-0.1164868502,NaN,NaN
19313,9.71,0.860,0.700,0.9440016561,0.0045,0.0455,0.0807,0.0353,NaN,0.0303524609,0.0011250000,-0.0066225166,-0.0310205984,0.0049972713,0.0350402908,NaN,NaN,-0.3361082052,-0.3456848827,NaN,NaN
19314,8.12,0.820,0.610,1.1707317073,0.0241,0.0532,0.1042,0.0407,NaN,-0.0129441955,0.0060250000,-0.0266666667,-0.0517205398,-0.0815548316,0.0751318488,NaN,NaN,-0.1650814844,-0.1835229613,NaN,NaN
19321,7.31,0.740,0.560,1.1858624454,0.0225,0.0498,0.0883,0.0370,NaN,-0.0084155117,0.0056250000,-0.0410958904,0.0429597072,0.0056957659,0.0575009572,NaN,NaN,-0.0891520343,-0.1049392454,NaN,NaN
19322,4.43,0.660,0.510,2.0284780579,0.0034,0.0541,0.1100,0.0347,NaN,-0.0406886277,0.0008500000,-0.0285714286,0.0472274991,-0.0079819405,0.0773377883,NaN,NaN,-0.3880751763,-0.4018194351,NaN,NaN
19323,8.08,0.580,0.460,1.2143655674,0.0003,0.0470,0.0761,0.0319,NaN,0.0007049814,0.0000750000,-0.0147058824,0.0543903923,0.0796349131,0.1034284506,NaN,NaN,0.8937127473,0.8717791782,NaN,NaN
19324,6.89,0.500,0.410,1.4420843014,0.0004,0.0459,0.0842,0.0315,NaN,-0.0050315710,0.0001000000,-0.0223880597,0.0146141387,0.0288591009,0.0691844605,NaN,NaN,-0.1368138515,-0.1502095725,NaN,NaN
19331,5.85,0.485,0.418,1.4765342960,0.0134,0.0468,0.0891,0.0321,NaN,-0.0218827560,0.0033500000,-0.0381679389,-0.0017922438,0.0042370242,0.0590376481,NaN,NaN,-0.1359897541,-0.1489461101,NaN,NaN
19332,10.91,0.470,0.425,0.8335031588,0.0007,0.0446,0.0707,0.0306,NaN,0.0007615701,0.0001750000,0.0079365079,0.0321380552,0.0686674866,0.0609344208,NaN,NaN,0.8900170439,0.8740569941,NaN,NaN
19333,9.83,0.455,0.433,0.8679966044,0.0004,0.0436,0.0727,0.0308,NaN,-0.0004583629,0.0001000000,0.0393700787,0.0049987128,0.0241139604,0.0589969706,NaN,NaN,-0.0932705103,-0.0999343359,NaN,NaN
19334,10.10,0.440,0.440,0.8290260464,0.0029,0.0450,0.0775,0.0336,NaN,0.0061958281,0.0007250000,0.0000000000,-0.0348947422,0.0042636906,0.0428479163,NaN,NaN,0.0350026254,0.0255913070,NaN,NaN
19341,10.75,0.443,0.453,0.8025122121,0.0024,0.0413,0.0626,0.0307,NaN,0.0096063281,0.0006000000,0.0075757576,0.0543781309,0.0601358466,0.0185787192,NaN,NaN,0.0841902303,0.0747780046,NaN,NaN
19342,9.81,0.445,0.465,0.8407310705,0.0015,0.0393,0.0606,0.0289,NaN,0.0059827800,0.0003750000,0.0075187970,0.0327383559,0.0356015989,0.0161570327,NaN,NaN,-0.0803619370,-0.0881382707,NaN,NaN
19343,9.10,0.448,0.478,0.8703643637,0.0021,0.0396,0.0657,0.0310,NaN,0.0194411438,0.0005250000,0.0149253731,-0.0223326309,0.0032646153,0.0228635967,NaN,NaN,-0.0684262313,-0.0792666014,NaN,NaN
19344,9.50,0.450,0.490,0.7737408689,0.0023,0.0381,0.0623,0.0293,NaN,0.0208147193,0.0005750000,-0.0147058824,0.0334133742,0.0335662190,0.0089924118,NaN,NaN,0.0498696065,0.0396181662,NaN,NaN
19351,8.47,0.450,0.730,0.8007541179,0.0015,0.0367,0.0620,0.0274,NaN,0.0120481999,0.0003750000,0.0223880597,0.0317804665,0.0399501493,0.0094664475,NaN,NaN,-0.1066588490,-0.1168858236,NaN,0.180
19352,10.23,0.440,0.810,0.6818181818,0.0015,0.0361,0.0577,0.0270,NaN,0.0193458521,0.0003750000,0.0000000000,0.0113747957,0.0268200468,0.0088502877,NaN,NaN,0.2185960218,0.2075127808,NaN,0.190
19353,11.59,0.440,0.760,0.6117343845,0.0020,0.0359,0.0553,0.0282,NaN,0.0080266211,0.0005000000,0.0000000000,-0.0078690651,0.0068533800,0.0078838581,NaN,NaN,0.1410103333,0.1309334198,NaN,0.150
19354,13.43,0.470,0.760,0.5599111913,0.0015,0.0344,0.0530,0.0276,NaN,0.0086888346,0.0003750000,0.0072992701,0.0141558427,0.0195213505,0.0093062423,NaN,NaN,0.1724472850,0.1606103611,NaN,0.240
19361,14.92,0.500,0.790,0.5276960471,0.0020,0.0329,0.0486,0.0275,NaN,0.0134560371,0.0005000000,-0.0072463768,0.0243891822,0.0219561631,0.0090942324,NaN,NaN,0.1222399539,0.1137635321,NaN,0.210
19362,14.84,0.550,0.880,0.5231783880,0.0020,0.0324,0.0490,0.0273,NaN,0.0208134501,0.0005000000,0.0072992701,0.0096297794,0.0148646053,0.0102372051,NaN,NaN,0.0030088328,-0.0065912063,NaN,0.280
19363,16.01,0.610,0.940,0.4915981409,0.0016,0.0318,0.0462,0.0268,NaN,0.0213984830,0.0004000000,0.0144927536,0.0140133835,0.0145596794,0.0053718192,NaN,NaN,0.0938470969,0.0836816233,NaN,0.210
19364,17.18,0.720,1.020,0.4585881045,0.0012,0.0310,0.0453,0.0255,NaN,0.0252247216,0.0003000000,0.0000000000,0.0249925267,0.0144406772,0.0065531801,NaN,NaN,0.0835944900,0.0670916960,NaN,0.320
19371,17.92,0.750,1.110,0.4586663806,0.0038,0.0332,0.0468,0.0285,NaN,0.0335068293,0.0009500000,0.0142857143,-0.0341107505,-0.0135858341,0.0059938176,NaN,NaN,0.0521014218,0.0452518669,NaN,0.300
19372,15.40,0.840,1.170,0.5049610206,0.0036,0.0328,0.0493,0.0285,NaN,0.0312661665,0.0009000000,0.0140845070,0.0074040728,0.0161845842,0.0120440223,0.0042059432,NaN,-0.1350675064,-0.1447412897,NaN,0.340
19373,13.76,0.770,1.220,0.5531474413,0.0031,0.0328,0.0516,0.0284,NaN,0.0358467256,0.0007750000,0.0138888889,0.0077711342,0.0046988534,0.0209441580,0.0033385337,NaN,-0.1028357753,-0.1126810650,NaN,0.260
19374,10.55,0.800,1.130,0.7074886223,0.0011,0.0321,0.0573,0.0273,NaN,0.0317777282,0.0002750000,-0.0136986301,0.0221538106,0.0202349708,0.0606505948,0.0028331217,NaN,-0.2160071194,-0.2363169827,NaN,0.230
19381,8.50,0.780,0.970,0.8923698838,0.0008,0.0322,0.0630,0.0273,NaN,0.0338481247,0.0002000000,-0.0208333333,0.0071892003,-0.0039379931,0.0325916741,0.0029648264,NaN,-0.1953893717,-0.2038516879,NaN,0.140
19382,11.56,0.740,0.770,0.6595458620,0.0005,0.0326,0.0625,0.0259,NaN,0.0167466748,0.0001250000,0.0000000000,0.0259025970,0.0244545311,0.0383534675,0.0060859031,NaN,0.3750992769,0.3597930569,NaN,0.140
19383,12.24,0.660,0.620,0.6242488512,0.0008,0.0321,0.0565,0.0259,NaN,0.0118982151,0.0002000000,0.0000000000,0.0065094600,0.0156385533,0.0298581503,0.0061280147,NaN,0.0646273424,0.0566829699,NaN,0.110
19384,13.21,0.510,0.640,0.5720393884,0.0003,0.0308,0.0527,0.0252,NaN,0.0057217127,0.0000750000,-0.0070921986,0.0145327069,0.0240727011,0.0113395377,0.0041669638,NaN,0.0977648317,0.0861702897,NaN,0.250
19391,10.98,0.520,0.710,0.6606492718,0.0003,0.0299,0.0489,0.0237,NaN,-0.0012606856,0.0000750000,-0.0071428571,0.0266215400,0.0108330310,0.0191258432,0.0027148950,NaN,-0.1642235215,-0.1721332118,NaN,0.210
19392,10.86,0.530,0.760,0.6667687361,0.0003,0.0292,0.0491,0.0221,NaN,-0.0000863519,0.0000750000,-0.0071942446,0.0263232052,0.0148710198,0.0159647266,0.0041623590,NaN,-0.0031861108,-0.0142517059,NaN,0.190
19393,13.02,0.560,0.810,0.5800479489,0.0014,0.0325,0.0500,0.0278,NaN,-0.0021095516,0.0003500000,0.0217391304,-0.0630351514,-0.0253746357,0.0271257594,0.0070891874,NaN,0.2239723718,0.2120410940,NaN,0.160
19394,12.49,0.620,0.900,0.5807053804,0.0004,0.0294,0.0492,0.0226,NaN,0.0025507841,0.0001000000,-0.0070921986,0.0732032309,0.0398351704,0.0042039846,0.0060740339,NaN,-0.0301561451,-0.0463077986,NaN,0.340
19401,12.25,0.630,0.990,0.6479598753,0.0002,0.0284,0.0480,0.0215,NaN,0.0056787088,0.0000500000,0.0000000000,0.0187130288,0.0119446404,0.0026766632,0.0050460313,NaN,-0.0100144743,-0.0199365323,NaN,0.300
19402,9.98,0.650,1.040,0.7832213665,0.0010,0.0296,0.0511,0.0227,NaN,0.0063697907,0.0002500000,0.0071428571,-0.0083543700,0.0006828238,0.0296578620,0.0035129471,NaN,-0.1713931337,-0.1854160386,NaN,0.240
19403,10.66,0.670,1.080,0.7207478890,0.0005,0.0282,0.0466,0.0215,NaN,0.0096469388,0.0001250000,-0.0070921986,0.0191027202,0.0120272435,0.0078283552,0.0044783699,NaN,0.0848950440,0.0700905527,NaN,0.200
19404,10.58,0.670,1.050,0.7290475101,0.0002,0.0271,0.0445,0.0194,NaN,0.0125891885,0.0000500000,0.0071428571,0.0305220958,0.0089050390,0.0078871144,0.0042619728,NaN,0.0137752153,-0.0070233034,NaN,0.310
19411,9.96,0.680,1.060,0.8042698827,0.0011,0.0280,0.0438,0.0206,NaN,0.0100605750,0.0002750000,0.0070921986,-0.0087143459,-0.0010022808,0.0059715526,0.0018550226,NaN,-0.0416407788,-0.0549006230,NaN,0.310
19412,9.85,0.690,1.090,0.8015267176,0.0012,0.0277,0.0431,0.0191,NaN,0.0089675066,0.0003000000,0.0352112676,0.0223380199,0.0191184708,0.0045224717,0.0022238989,NaN,0.0061335491,-0.0121985380,NaN,0.270
19413,10.20,0.700,1.190,0.7782684119,0.0010,0.0275,0.0430,0.0193,NaN,0.0102838552,0.0002500000,0.0272108844,0.0027991552,0.0145680828,0.0027015953,0.0026685511,NaN,0.0481673037,0.0333211116,NaN,0.300
19414,8.69,0.710,1.160,0.8895097332,0.0033,0.0280,0.0438,0.0204,NaN,0.0103428263,0.0008250000,0.0264900662,-0.0068363514,-0.0054355792,0.0092768080,0.0034469828,NaN,-0.1233367515,-0.1466251471,NaN,0.280
19421,8.01,0.690,1.040,1.0348638601,0.0025,0.0286,0.0430,0.0244,NaN,0.0101204616,0.0006250000,0.0322580645,0.0172812598,0.0060982570,0.0065718916,0.0030109638,NaN,-0.0601034899,-0.0738732370,NaN,0.190
19422,8.30,0.660,0.980,0.9967098897,0.0037,0.0285,0.0433,0.0244,NaN,0.0101983055,0.0009250000,0.0187500000,0.0048796235,0.0060100441,0.0052338319,0.0032658448,NaN,0.0539217236,0.0346427256,NaN,0.210
19423,8.85,0.620,0.940,0.9440014664,0.0038,0.0280,0.0426,0.0244,NaN,0.0062435384,0.0009500000,0.0122699387,0.0059085221,0.0075180140,0.0031882119,0.0028007712,NaN,0.0860640061,0.0709394624,NaN,0.260
19424,9.77,0.590,1.030,0.8626465662,0.0038,0.0281,0.0428,0.0246,NaN,0.0018120043,0.0009500000,0.0242424242,0.0037861688,0.0061062418,0.0030570432,0.0051009425,NaN,0.1243489391,0.1011568182,NaN,0.370
19431,11.58,0.590,1.070,0.7834809988,0.0038,0.0276,0.0401,0.0247,NaN,0.0018918598,0.0009500000,0.0177514793,0.0037008685,0.0075139459,0.0029332408,0.0073223493,NaN,0.2026085186,0.1896979329,NaN,0.230
19432,12.35,0.590,1.100,0.7462686567,0.0038,0.0272,0.0388,0.0244,NaN,0.0012001053,0.0009500000,0.0174418605,0.0116416832,0.0145701929,0.0046509015,0.0013497331,NaN,0.0793889684,0.0660558076,NaN,0.240
19433,12.08,0.600,1.080,0.7636311733,0.0038,0.0269,0.0383,0.0246,NaN,0.0136934780,0.0009500000,-0.0057142857,0.0031019898,0.0043055118,0.0047480370,0.0016281149,NaN,-0.0112610631,-0.0217673125,NaN,0.240
19434,11.67,0.610,0.940,0.7874015748,0.0038,0.0274,0.0382,0.0248,NaN,0.0144225392,0.0009500000,0.0000000000,0.0023009000,0.0016864001,0.0037543511,0.0019623979,NaN,-0.0130940692,-0.0301162503,NaN,0.230
19441,12.02,0.620,0.930,0.8138864880,0.0038,0.0274,0.0370,0.0247,NaN,0.0191453273,0.0009500000,0.0000000000,0.0074178641,0.0102327526,0.0019188805,0.0015918007,NaN,0.0470722010,0.0351649294,NaN,0.220
19442,12.98,0.630,0.920,0.7615581615,0.0038,0.0273,0.0359,0.0248,NaN,0.0182017700,0.0009500000,0.0114942529,0.0049069229,0.0059095034,0.0018936573,0.0027429124,NaN,0.0923351870,0.0779879409,NaN,0.230
19443,12.78,0.640,0.900,0.7723327182,0.0038,0.0272,0.0356,0.0247,NaN,0.0089627545,0.0009500000,0.0056818182,0.0077185536,0.0087245020,0.0026151764,0.0029150307,NaN,-0.0057447101,-0.0156690662,NaN,0.220
19444,13.28,0.640,0.930,0.7437635753,0.0038,0.0270,0.0349,0.0246,NaN,0.0190624465,0.0009500000,0.0056497175,0.0078180121,0.0217090859,0.0019717884,0.0035223172,NaN,0.0654689833,0.0481995353,NaN,0.260
19451,13.64,0.650,0.960,0.7678826431,0.0038,0.0262,0.0338,0.0236,NaN,0.0159625278,0.0009500000,0.0000000000,0.0226408354,0.0140569829,0.0034667570,0.0040766101,NaN,0.0370882882,0.0266812325,NaN,0.250
